Seq_id	Size	Description
26311	286	scaffold_26310
26312	286	scaffold_26311
26313	286	scaffold_26312
26314	286	scaffold_26313
26315	286	scaffold_26314
26316	286	scaffold_26315
26317	286	scaffold_26316
26318	286	scaffold_26317
26319	286	scaffold_26318
26320	286	scaffold_26319
26321	286	scaffold_26320
26322	286	scaffold_26321
26323	286	scaffold_26322
26324	286	scaffold_26323
26325	286	scaffold_26324
26326	286	scaffold_26325
26327	286	scaffold_26326
26328	286	scaffold_26327
26329	286	scaffold_26328
26330	286	scaffold_26329
26331	286	scaffold_26330
26332	286	scaffold_26331
26333	286	scaffold_26332
26334	286	scaffold_26333
26335	286	scaffold_26334
26336	286	scaffold_26335
26337	286	scaffold_26336
26338	286	scaffold_26337
26339	286	scaffold_26338
26340	286	scaffold_26339
26341	286	scaffold_26340
26342	285	scaffold_26341
26343	285	scaffold_26342
26344	285	scaffold_26343
26345	285	scaffold_26344
26346	285	scaffold_26345
26347	285	scaffold_26346
26348	285	scaffold_26347
26349	285	scaffold_26348
26350	285	scaffold_26349
26351	285	scaffold_26350
26352	285	scaffold_26351
26353	285	scaffold_26352
26354	285	scaffold_26353
26355	285	scaffold_26354
26356	285	scaffold_26355
26357	285	scaffold_26356
26358	285	scaffold_26357
26359	285	scaffold_26358
26360	285	scaffold_26359
26361	285	scaffold_26360
26362	285	scaffold_26361
26363	285	scaffold_26362
26364	285	scaffold_26363
26365	285	scaffold_26364
26366	285	scaffold_26365
26367	285	scaffold_26366
26368	285	scaffold_26367
26369	285	scaffold_26368
26370	285	scaffold_26369
26371	285	scaffold_26370
26372	285	scaffold_26371
26373	285	scaffold_26372
26374	285	scaffold_26373
26375	285	scaffold_26374
26376	285	scaffold_26375
26377	285	scaffold_26376
26378	285	scaffold_26377
26379	285	scaffold_26378
26380	285	scaffold_26379
26381	285	scaffold_26380
26382	285	scaffold_26381
26383	285	scaffold_26382
26384	285	scaffold_26383
26385	285	scaffold_26384
26386	285	scaffold_26385
26387	285	scaffold_26386
26388	285	scaffold_26387
26389	285	scaffold_26388
26390	285	scaffold_26389
26391	285	scaffold_26390
26392	285	scaffold_26391
26393	285	scaffold_26392
26394	285	scaffold_26393
26395	285	scaffold_26394
26396	285	scaffold_26395
26397	285	scaffold_26396
26398	285	scaffold_26397
26399	285	scaffold_26398
26400	285	scaffold_26399
26401	285	scaffold_26400
26402	285	scaffold_26401
26403	285	scaffold_26402
26404	285	scaffold_26403
26405	285	scaffold_26404
26406	285	scaffold_26405
26407	285	scaffold_26406
26408	285	scaffold_26407
26409	285	scaffold_26408
26410	285	scaffold_26409
26411	285	scaffold_26410
26412	285	scaffold_26411
26413	285	scaffold_26412
26414	284	scaffold_26413
26415	284	scaffold_26414
26416	284	scaffold_26415
26417	284	scaffold_26416
26418	284	scaffold_26417
26419	284	scaffold_26418
26420	284	scaffold_26419
26421	284	scaffold_26420
26422	284	scaffold_26421
26423	284	scaffold_26422
26424	284	scaffold_26423
26425	284	scaffold_26424
26426	284	scaffold_26425
26427	284	scaffold_26426
26428	284	scaffold_26427
26429	284	scaffold_26428
26430	284	scaffold_26429
26431	284	scaffold_26430
26432	284	scaffold_26431
26433	284	scaffold_26432
26434	284	scaffold_26433
26435	284	scaffold_26434
26436	284	scaffold_26435
26437	284	scaffold_26436
26438	284	scaffold_26437
26439	284	scaffold_26438
26440	284	scaffold_26439
26441	284	scaffold_26440
26442	284	scaffold_26441
26443	284	scaffold_26442
26444	284	scaffold_26443
26445	284	scaffold_26444
26446	284	scaffold_26445
26447	284	scaffold_26446
26448	284	scaffold_26447
26449	284	scaffold_26448
26450	284	scaffold_26449
26451	284	scaffold_26450
26452	284	scaffold_26451
26453	284	scaffold_26452
26454	284	scaffold_26453
26455	284	scaffold_26454
26456	284	scaffold_26455
26457	284	scaffold_26456
26458	284	scaffold_26457
26459	284	scaffold_26458
26460	284	scaffold_26459
26461	284	scaffold_26460
26462	284	scaffold_26461
26463	284	scaffold_26462
26464	284	scaffold_26463
26465	284	scaffold_26464
26466	284	scaffold_26465
26467	284	scaffold_26466
26468	284	scaffold_26467
26469	284	scaffold_26468
26470	284	scaffold_26469
26471	284	scaffold_26470
26472	284	scaffold_26471
26473	284	scaffold_26472
26474	284	scaffold_26473
26475	284	scaffold_26474
26476	284	scaffold_26475
26477	284	scaffold_26476
26478	284	scaffold_26477
26479	284	scaffold_26478
26480	284	scaffold_26479
26481	284	scaffold_26480
26482	284	scaffold_26481
26483	284	scaffold_26482
26484	284	scaffold_26483
26485	284	scaffold_26484
26486	284	scaffold_26485
26487	284	scaffold_26486
26488	283	scaffold_26487
26489	283	scaffold_26488
26490	283	scaffold_26489
26491	283	scaffold_26490
26492	283	scaffold_26491
26493	283	scaffold_26492
26494	283	scaffold_26493
26495	283	scaffold_26494
26496	283	scaffold_26495
26497	283	scaffold_26496
26498	283	scaffold_26497
26499	283	scaffold_26498
26500	283	scaffold_26499
26501	283	scaffold_26500
26502	283	scaffold_26501
26503	283	scaffold_26502
26504	283	scaffold_26503
26505	283	scaffold_26504
26506	283	scaffold_26505
26507	283	scaffold_26506
26508	283	scaffold_26507
26509	283	scaffold_26508
26510	283	scaffold_26509
26511	283	scaffold_26510
26512	283	scaffold_26511
26513	283	scaffold_26512
26514	283	scaffold_26513
26515	283	scaffold_26514
26516	283	scaffold_26515
26517	283	scaffold_26516
26518	283	scaffold_26517
26519	283	scaffold_26518
26520	283	scaffold_26519
26521	283	scaffold_26520
26522	283	scaffold_26521
26523	283	scaffold_26522
26524	283	scaffold_26523
26525	283	scaffold_26524
26526	283	scaffold_26525
26527	283	scaffold_26526
26528	283	scaffold_26527
26529	283	scaffold_26528
26530	283	scaffold_26529
26531	283	scaffold_26530
26532	283	scaffold_26531
26533	283	scaffold_26532
26534	283	scaffold_26533
26535	283	scaffold_26534
26536	283	scaffold_26535
26537	283	scaffold_26536
26538	283	scaffold_26537
26539	283	scaffold_26538
26540	283	scaffold_26539
26541	283	scaffold_26540
26542	283	scaffold_26541
26543	283	scaffold_26542
26544	283	scaffold_26543
26545	283	scaffold_26544
26546	283	scaffold_26545
26547	283	scaffold_26546
26548	283	scaffold_26547
26549	283	scaffold_26548
26550	283	scaffold_26549
26551	283	scaffold_26550
26552	283	scaffold_26551
26553	283	scaffold_26552
26554	283	scaffold_26553
26555	283	scaffold_26554
26556	283	scaffold_26555
26557	283	scaffold_26556
26558	283	scaffold_26557
26559	283	scaffold_26558
26560	282	scaffold_26559
26561	282	scaffold_26560
26562	282	scaffold_26561
26563	282	scaffold_26562
26564	282	scaffold_26563
26565	282	scaffold_26564
26566	282	scaffold_26565
26567	282	scaffold_26566
26568	282	scaffold_26567
26569	282	scaffold_26568
26570	282	scaffold_26569
26571	282	scaffold_26570
26572	282	scaffold_26571
26573	282	scaffold_26572
26574	282	scaffold_26573
26575	282	scaffold_26574
26576	282	scaffold_26575
26577	282	scaffold_26576
26578	282	scaffold_26577
26579	282	scaffold_26578
26580	282	scaffold_26579
26581	282	scaffold_26580
26582	282	scaffold_26581
26583	282	scaffold_26582
26584	282	scaffold_26583
26585	282	scaffold_26584
26586	282	scaffold_26585
26587	282	scaffold_26586
26588	282	scaffold_26587
26589	282	scaffold_26588
26590	282	scaffold_26589
26591	282	scaffold_26590
26592	282	scaffold_26591
26593	282	scaffold_26592
26594	282	scaffold_26593
26595	282	scaffold_26594
26596	282	scaffold_26595
26597	282	scaffold_26596
26598	282	scaffold_26597
26599	282	scaffold_26598
26600	282	scaffold_26599
26601	282	scaffold_26600
26602	282	scaffold_26601
26603	282	scaffold_26602
26604	282	scaffold_26603
26605	282	scaffold_26604
26606	282	scaffold_26605
26607	282	scaffold_26606
26608	282	scaffold_26607
26609	282	scaffold_26608
26610	282	scaffold_26609
26611	282	scaffold_26610
26612	282	scaffold_26611
26613	282	scaffold_26612
26614	282	scaffold_26613
26615	282	scaffold_26614
26616	282	scaffold_26615
26617	282	scaffold_26616
26618	281	scaffold_26617
26619	281	scaffold_26618
26620	281	scaffold_26619
26621	281	scaffold_26620
26622	281	scaffold_26621
26623	281	scaffold_26622
26624	281	scaffold_26623
26625	281	scaffold_26624
26626	281	scaffold_26625
26627	281	scaffold_26626
26628	281	scaffold_26627
26629	281	scaffold_26628
26630	281	scaffold_26629
26631	281	scaffold_26630
26632	281	scaffold_26631
26633	281	scaffold_26632
26634	281	scaffold_26633
26635	281	scaffold_26634
26636	281	scaffold_26635
26637	281	scaffold_26636
26638	281	scaffold_26637
26639	281	scaffold_26638
26640	281	scaffold_26639
26641	281	scaffold_26640
26642	281	scaffold_26641
26643	281	scaffold_26642
26644	281	scaffold_26643
26645	281	scaffold_26644
26646	281	scaffold_26645
26647	281	scaffold_26646
26648	281	scaffold_26647
26649	281	scaffold_26648
26650	281	scaffold_26649
26651	281	scaffold_26650
26652	281	scaffold_26651
26653	281	scaffold_26652
26654	281	scaffold_26653
26655	281	scaffold_26654
26656	281	scaffold_26655
26657	281	scaffold_26656
26658	281	scaffold_26657
26659	281	scaffold_26658
26660	281	scaffold_26659
26661	281	scaffold_26660
26662	281	scaffold_26661
26663	281	scaffold_26662
26664	281	scaffold_26663
26665	281	scaffold_26664
26666	281	scaffold_26665
26667	281	scaffold_26666
26668	281	scaffold_26667
26669	281	scaffold_26668
26670	281	scaffold_26669
26671	281	scaffold_26670
26672	281	scaffold_26671
26673	281	scaffold_26672
26674	281	scaffold_26673
26675	281	scaffold_26674
26676	281	scaffold_26675
26677	281	scaffold_26676
26678	281	scaffold_26677
26679	281	scaffold_26678
26680	281	scaffold_26679
26681	281	scaffold_26680
26682	281	scaffold_26681
26683	281	scaffold_26682
26684	281	scaffold_26683
26685	281	scaffold_26684
26686	280	scaffold_26685
26687	280	scaffold_26686
26688	280	scaffold_26687
26689	280	scaffold_26688
26690	280	scaffold_26689
26691	280	scaffold_26690
26692	280	scaffold_26691
26693	280	scaffold_26692
26694	280	scaffold_26693
26695	280	scaffold_26694
26696	280	scaffold_26695
26697	280	scaffold_26696
26698	280	scaffold_26697
26699	280	scaffold_26698
26700	280	scaffold_26699
26701	280	scaffold_26700
26702	280	scaffold_26701
26703	280	scaffold_26702
26704	280	scaffold_26703
26705	280	scaffold_26704
26706	280	scaffold_26705
26707	280	scaffold_26706
26708	280	scaffold_26707
26709	280	scaffold_26708
26710	280	scaffold_26709
26711	280	scaffold_26710
26712	280	scaffold_26711
26713	280	scaffold_26712
26714	280	scaffold_26713
26715	280	scaffold_26714
26716	280	scaffold_26715
26717	280	scaffold_26716
26718	280	scaffold_26717
26719	280	scaffold_26718
26720	280	scaffold_26719
26721	280	scaffold_26720
26722	280	scaffold_26721
26723	280	scaffold_26722
26724	280	scaffold_26723
26725	280	scaffold_26724
26726	280	scaffold_26725
26727	280	scaffold_26726
26728	280	scaffold_26727
26729	280	scaffold_26728
26730	280	scaffold_26729
26731	280	scaffold_26730
26732	280	scaffold_26731
26733	280	scaffold_26732
26734	280	scaffold_26733
26735	280	scaffold_26734
26736	280	scaffold_26735
26737	280	scaffold_26736
26738	280	scaffold_26737
26739	280	scaffold_26738
26740	280	scaffold_26739
26741	279	scaffold_26740
26742	279	scaffold_26741
26743	279	scaffold_26742
26744	279	scaffold_26743
26745	279	scaffold_26744
26746	279	scaffold_26745
26747	279	scaffold_26746
26748	279	scaffold_26747
26749	279	scaffold_26748
26750	279	scaffold_26749
26751	279	scaffold_26750
26752	279	scaffold_26751
26753	279	scaffold_26752
26754	279	scaffold_26753
26755	279	scaffold_26754
26756	279	scaffold_26755
26757	279	scaffold_26756
26758	279	scaffold_26757
26759	279	scaffold_26758
26760	279	scaffold_26759
26761	279	scaffold_26760
26762	279	scaffold_26761
26763	279	scaffold_26762
26764	279	scaffold_26763
26765	279	scaffold_26764
26766	279	scaffold_26765
26767	279	scaffold_26766
26768	279	scaffold_26767
26769	279	scaffold_26768
26770	279	scaffold_26769
26771	279	scaffold_26770
26772	279	scaffold_26771
26773	279	scaffold_26772
26774	279	scaffold_26773
26775	279	scaffold_26774
26776	279	scaffold_26775
26777	279	scaffold_26776
26778	279	scaffold_26777
26779	279	scaffold_26778
26780	279	scaffold_26779
26781	279	scaffold_26780
26782	279	scaffold_26781
26783	279	scaffold_26782
26784	279	scaffold_26783
26785	279	scaffold_26784
26786	279	scaffold_26785
26787	279	scaffold_26786
26788	279	scaffold_26787
26789	279	scaffold_26788
26790	279	scaffold_26789
26791	279	scaffold_26790
26792	279	scaffold_26791
26793	279	scaffold_26792
26794	279	scaffold_26793
26795	279	scaffold_26794
26796	279	scaffold_26795
26797	279	scaffold_26796
26798	279	scaffold_26797
26799	279	scaffold_26798
26800	279	scaffold_26799
26801	279	scaffold_26800
26802	279	scaffold_26801
26803	279	scaffold_26802
26804	279	scaffold_26803
26805	279	scaffold_26804
26806	279	scaffold_26805
26807	279	scaffold_26806
26808	278	scaffold_26807
26809	278	scaffold_26808
26810	278	scaffold_26809
26811	278	scaffold_26810
26812	278	scaffold_26811
26813	278	scaffold_26812
26814	278	scaffold_26813
26815	278	scaffold_26814
26816	278	scaffold_26815
26817	278	scaffold_26816
26818	278	scaffold_26817
26819	278	scaffold_26818
26820	278	scaffold_26819
26821	278	scaffold_26820
26822	278	scaffold_26821
26823	278	scaffold_26822
26824	278	scaffold_26823
26825	278	scaffold_26824
26826	278	scaffold_26825
26827	278	scaffold_26826
26828	278	scaffold_26827
26829	278	scaffold_26828
26830	278	scaffold_26829
26831	278	scaffold_26830
26832	278	scaffold_26831
26833	278	scaffold_26832
26834	278	scaffold_26833
26835	278	scaffold_26834
26836	278	scaffold_26835
26837	278	scaffold_26836
26838	278	scaffold_26837
26839	278	scaffold_26838
26840	278	scaffold_26839
26841	278	scaffold_26840
26842	278	scaffold_26841
26843	278	scaffold_26842
26844	278	scaffold_26843
26845	278	scaffold_26844
26846	278	scaffold_26845
26847	278	scaffold_26846
26848	278	scaffold_26847
26849	278	scaffold_26848
26850	278	scaffold_26849
26851	278	scaffold_26850
26852	278	scaffold_26851
26853	278	scaffold_26852
26854	278	scaffold_26853
26855	278	scaffold_26854
26856	278	scaffold_26855
26857	278	scaffold_26856
26858	278	scaffold_26857
26859	278	scaffold_26858
26860	278	scaffold_26859
26861	278	scaffold_26860
26862	277	scaffold_26861
26863	277	scaffold_26862
26864	277	scaffold_26863
26865	277	scaffold_26864
26866	277	scaffold_26865
26867	277	scaffold_26866
26868	277	scaffold_26867
26869	277	scaffold_26868
26870	277	scaffold_26869
26871	277	scaffold_26870
26872	277	scaffold_26871
26873	277	scaffold_26872
26874	277	scaffold_26873
26875	277	scaffold_26874
26876	277	scaffold_26875
26877	277	scaffold_26876
26878	277	scaffold_26877
26879	277	scaffold_26878
26880	277	scaffold_26879
26881	277	scaffold_26880
26882	277	scaffold_26881
26883	277	scaffold_26882
26884	277	scaffold_26883
26885	277	scaffold_26884
26886	277	scaffold_26885
26887	277	scaffold_26886
26888	277	scaffold_26887
26889	277	scaffold_26888
26890	277	scaffold_26889
26891	277	scaffold_26890
26892	277	scaffold_26891
26893	277	scaffold_26892
26894	277	scaffold_26893
26895	277	scaffold_26894
26896	277	scaffold_26895
26897	277	scaffold_26896
26898	277	scaffold_26897
26899	277	scaffold_26898
26900	277	scaffold_26899
26901	277	scaffold_26900
26902	277	scaffold_26901
26903	277	scaffold_26902
26904	277	scaffold_26903
26905	277	scaffold_26904
26906	277	scaffold_26905
26907	277	scaffold_26906
26908	277	scaffold_26907
26909	277	scaffold_26908
26910	277	scaffold_26909
26911	277	scaffold_26910
26912	277	scaffold_26911
26913	277	scaffold_26912
26914	277	scaffold_26913
26915	277	scaffold_26914
26916	277	scaffold_26915
26917	277	scaffold_26916
26918	277	scaffold_26917
26919	277	scaffold_26918
26920	277	scaffold_26919
26921	277	scaffold_26920
26922	277	scaffold_26921
26923	277	scaffold_26922
26924	277	scaffold_26923
26925	277	scaffold_26924
26926	277	scaffold_26925
26927	277	scaffold_26926
26928	277	scaffold_26927
26929	277	scaffold_26928
26930	277	scaffold_26929
26931	276	scaffold_26930
26932	276	scaffold_26931
26933	276	scaffold_26932
26934	276	scaffold_26933
26935	276	scaffold_26934
26936	276	scaffold_26935
26937	276	scaffold_26936
26938	276	scaffold_26937
26939	276	scaffold_26938
26940	276	scaffold_26939
26941	276	scaffold_26940
26942	276	scaffold_26941
26943	276	scaffold_26942
26944	276	scaffold_26943
26945	276	scaffold_26944
26946	276	scaffold_26945
26947	276	scaffold_26946
26948	276	scaffold_26947
26949	276	scaffold_26948
26950	276	scaffold_26949
26951	276	scaffold_26950
26952	276	scaffold_26951
26953	276	scaffold_26952
26954	276	scaffold_26953
26955	276	scaffold_26954
26956	276	scaffold_26955
26957	276	scaffold_26956
26958	276	scaffold_26957
26959	276	scaffold_26958
26960	276	scaffold_26959
26961	276	scaffold_26960
26962	276	scaffold_26961
26963	276	scaffold_26962
26964	276	scaffold_26963
26965	276	scaffold_26964
26966	276	scaffold_26965
26967	276	scaffold_26966
26968	276	scaffold_26967
26969	276	scaffold_26968
26970	276	scaffold_26969
26971	276	scaffold_26970
26972	276	scaffold_26971
26973	276	scaffold_26972
26974	276	scaffold_26973
26975	276	scaffold_26974
26976	276	scaffold_26975
26977	276	scaffold_26976
26978	276	scaffold_26977
26979	276	scaffold_26978
26980	276	scaffold_26979
26981	276	scaffold_26980
26982	276	scaffold_26981
26983	276	scaffold_26982
26984	276	scaffold_26983
26985	276	scaffold_26984
26986	276	scaffold_26985
26987	276	scaffold_26986
26988	276	scaffold_26987
26989	276	scaffold_26988
26990	276	scaffold_26989
26991	276	scaffold_26990
26992	276	scaffold_26991
26993	276	scaffold_26992
26994	276	scaffold_26993
26995	276	scaffold_26994
26996	276	scaffold_26995
26997	276	scaffold_26996
26998	276	scaffold_26997
26999	276	scaffold_26998
27000	276	scaffold_26999
27001	276	scaffold_27000
27002	276	scaffold_27001
27003	276	scaffold_27002
27004	276	scaffold_27003
27005	276	scaffold_27004
27006	275	scaffold_27005
27007	275	scaffold_27006
27008	275	scaffold_27007
27009	275	scaffold_27008
27010	275	scaffold_27009
27011	275	scaffold_27010
27012	275	scaffold_27011
27013	275	scaffold_27012
27014	275	scaffold_27013
27015	275	scaffold_27014
27016	275	scaffold_27015
27017	275	scaffold_27016
27018	275	scaffold_27017
27019	275	scaffold_27018
27020	275	scaffold_27019
27021	275	scaffold_27020
27022	275	scaffold_27021
27023	275	scaffold_27022
27024	275	scaffold_27023
27025	275	scaffold_27024
27026	275	scaffold_27025
27027	275	scaffold_27026
27028	275	scaffold_27027
27029	275	scaffold_27028
27030	275	scaffold_27029
27031	275	scaffold_27030
27032	275	scaffold_27031
27033	275	scaffold_27032
27034	275	scaffold_27033
27035	275	scaffold_27034
27036	275	scaffold_27035
27037	275	scaffold_27036
27038	275	scaffold_27037
27039	275	scaffold_27038
27040	275	scaffold_27039
27041	275	scaffold_27040
27042	275	scaffold_27041
27043	275	scaffold_27042
27044	275	scaffold_27043
27045	275	scaffold_27044
27046	275	scaffold_27045
27047	275	scaffold_27046
27048	275	scaffold_27047
27049	275	scaffold_27048
27050	275	scaffold_27049
27051	275	scaffold_27050
27052	275	scaffold_27051
27053	275	scaffold_27052
27054	275	scaffold_27053
27055	275	scaffold_27054
27056	275	scaffold_27055
27057	275	scaffold_27056
27058	275	scaffold_27057
27059	275	scaffold_27058
27060	275	scaffold_27059
27061	275	scaffold_27060
27062	275	scaffold_27061
27063	275	scaffold_27062
27064	275	scaffold_27063
27065	275	scaffold_27064
27066	275	scaffold_27065
27067	275	scaffold_27066
27068	275	scaffold_27067
27069	275	scaffold_27068
27070	275	scaffold_27069
27071	275	scaffold_27070
27072	275	scaffold_27071
27073	275	scaffold_27072
27074	275	scaffold_27073
27075	275	scaffold_27074
27076	275	scaffold_27075
27077	275	scaffold_27076
27078	274	scaffold_27077
27079	274	scaffold_27078
27080	274	scaffold_27079
27081	274	scaffold_27080
27082	274	scaffold_27081
27083	274	scaffold_27082
27084	274	scaffold_27083
27085	274	scaffold_27084
27086	274	scaffold_27085
27087	274	scaffold_27086
27088	274	scaffold_27087
27089	274	scaffold_27088
27090	274	scaffold_27089
27091	274	scaffold_27090
27092	274	scaffold_27091
27093	274	scaffold_27092
27094	274	scaffold_27093
27095	274	scaffold_27094
27096	274	scaffold_27095
27097	274	scaffold_27096
27098	274	scaffold_27097
27099	274	scaffold_27098
27100	274	scaffold_27099
27101	274	scaffold_27100
27102	274	scaffold_27101
27103	274	scaffold_27102
27104	274	scaffold_27103
27105	274	scaffold_27104
27106	274	scaffold_27105
27107	274	scaffold_27106
27108	274	scaffold_27107
27109	274	scaffold_27108
27110	274	scaffold_27109
27111	274	scaffold_27110
27112	274	scaffold_27111
27113	274	scaffold_27112
27114	274	scaffold_27113
27115	274	scaffold_27114
27116	274	scaffold_27115
27117	274	scaffold_27116
27118	274	scaffold_27117
27119	274	scaffold_27118
27120	274	scaffold_27119
27121	274	scaffold_27120
27122	274	scaffold_27121
27123	274	scaffold_27122
27124	274	scaffold_27123
27125	274	scaffold_27124
27126	274	scaffold_27125
27127	274	scaffold_27126
27128	274	scaffold_27127
27129	274	scaffold_27128
27130	274	scaffold_27129
27131	274	scaffold_27130
27132	274	scaffold_27131
27133	274	scaffold_27132
27134	274	scaffold_27133
27135	273	scaffold_27134
27136	273	scaffold_27135
27137	273	scaffold_27136
27138	273	scaffold_27137
27139	273	scaffold_27138
27140	273	scaffold_27139
27141	273	scaffold_27140
27142	273	scaffold_27141
27143	273	scaffold_27142
27144	273	scaffold_27143
27145	273	scaffold_27144
27146	273	scaffold_27145
27147	273	scaffold_27146
27148	273	scaffold_27147
27149	273	scaffold_27148
27150	273	scaffold_27149
27151	273	scaffold_27150
27152	273	scaffold_27151
27153	273	scaffold_27152
27154	273	scaffold_27153
27155	273	scaffold_27154
27156	273	scaffold_27155
27157	273	scaffold_27156
27158	273	scaffold_27157
27159	273	scaffold_27158
27160	273	scaffold_27159
27161	273	scaffold_27160
27162	273	scaffold_27161
27163	273	scaffold_27162
27164	273	scaffold_27163
27165	273	scaffold_27164
27166	273	scaffold_27165
27167	273	scaffold_27166
27168	273	scaffold_27167
27169	273	scaffold_27168
27170	273	scaffold_27169
27171	273	scaffold_27170
27172	273	scaffold_27171
27173	273	scaffold_27172
27174	273	scaffold_27173
27175	273	scaffold_27174
27176	273	scaffold_27175
27177	273	scaffold_27176
27178	273	scaffold_27177
27179	273	scaffold_27178
27180	273	scaffold_27179
27181	273	scaffold_27180
27182	273	scaffold_27181
27183	273	scaffold_27182
27184	273	scaffold_27183
27185	273	scaffold_27184
27186	273	scaffold_27185
27187	273	scaffold_27186
27188	273	scaffold_27187
27189	273	scaffold_27188
27190	273	scaffold_27189
27191	273	scaffold_27190
27192	273	scaffold_27191
27193	273	scaffold_27192
27194	272	scaffold_27193
27195	272	scaffold_27194
27196	272	scaffold_27195
27197	272	scaffold_27196
27198	272	scaffold_27197
27199	272	scaffold_27198
27200	272	scaffold_27199
27201	272	scaffold_27200
27202	272	scaffold_27201
27203	272	scaffold_27202
27204	272	scaffold_27203
27205	272	scaffold_27204
27206	272	scaffold_27205
27207	272	scaffold_27206
27208	272	scaffold_27207
27209	272	scaffold_27208
27210	272	scaffold_27209
27211	272	scaffold_27210
27212	272	scaffold_27211
27213	272	scaffold_27212
27214	272	scaffold_27213
27215	272	scaffold_27214
27216	272	scaffold_27215
27217	272	scaffold_27216
27218	272	scaffold_27217
27219	272	scaffold_27218
27220	272	scaffold_27219
27221	272	scaffold_27220
27222	272	scaffold_27221
27223	272	scaffold_27222
27224	272	scaffold_27223
27225	272	scaffold_27224
27226	272	scaffold_27225
27227	272	scaffold_27226
27228	272	scaffold_27227
27229	272	scaffold_27228
27230	272	scaffold_27229
27231	272	scaffold_27230
27232	272	scaffold_27231
27233	272	scaffold_27232
27234	272	scaffold_27233
27235	272	scaffold_27234
27236	272	scaffold_27235
27237	272	scaffold_27236
27238	272	scaffold_27237
27239	272	scaffold_27238
27240	272	scaffold_27239
27241	272	scaffold_27240
27242	272	scaffold_27241
27243	272	scaffold_27242
27244	272	scaffold_27243
27245	272	scaffold_27244
27246	272	scaffold_27245
27247	272	scaffold_27246
27248	271	scaffold_27247
27249	271	scaffold_27248
27250	271	scaffold_27249
27251	271	scaffold_27250
27252	271	scaffold_27251
27253	271	scaffold_27252
27254	271	scaffold_27253
27255	271	scaffold_27254
27256	271	scaffold_27255
27257	271	scaffold_27256
27258	271	scaffold_27257
27259	271	scaffold_27258
27260	271	scaffold_27259
27261	271	scaffold_27260
27262	271	scaffold_27261
27263	271	scaffold_27262
27264	271	scaffold_27263
27265	271	scaffold_27264
27266	271	scaffold_27265
27267	271	scaffold_27266
27268	271	scaffold_27267
27269	271	scaffold_27268
27270	271	scaffold_27269
27271	271	scaffold_27270
27272	271	scaffold_27271
27273	271	scaffold_27272
27274	271	scaffold_27273
27275	271	scaffold_27274
27276	271	scaffold_27275
27277	271	scaffold_27276
27278	271	scaffold_27277
27279	271	scaffold_27278
27280	271	scaffold_27279
27281	271	scaffold_27280
27282	271	scaffold_27281
27283	271	scaffold_27282
27284	271	scaffold_27283
27285	271	scaffold_27284
27286	271	scaffold_27285
27287	271	scaffold_27286
27288	271	scaffold_27287
27289	271	scaffold_27288
27290	271	scaffold_27289
27291	271	scaffold_27290
27292	271	scaffold_27291
27293	271	scaffold_27292
27294	271	scaffold_27293
27295	271	scaffold_27294
27296	271	scaffold_27295
27297	271	scaffold_27296
27298	271	scaffold_27297
27299	271	scaffold_27298
27300	271	scaffold_27299
27301	271	scaffold_27300
27302	271	scaffold_27301
27303	271	scaffold_27302
27304	271	scaffold_27303
27305	271	scaffold_27304
27306	271	scaffold_27305
27307	271	scaffold_27306
27308	270	scaffold_27307
27309	270	scaffold_27308
27310	270	scaffold_27309
27311	270	scaffold_27310
27312	270	scaffold_27311
27313	270	scaffold_27312
27314	270	scaffold_27313
27315	270	scaffold_27314
27316	270	scaffold_27315
27317	270	scaffold_27316
27318	270	scaffold_27317
27319	270	scaffold_27318
27320	270	scaffold_27319
27321	270	scaffold_27320
27322	270	scaffold_27321
27323	270	scaffold_27322
27324	270	scaffold_27323
27325	270	scaffold_27324
27326	270	scaffold_27325
27327	270	scaffold_27326
27328	270	scaffold_27327
27329	270	scaffold_27328
27330	270	scaffold_27329
27331	270	scaffold_27330
27332	270	scaffold_27331
27333	270	scaffold_27332
27334	270	scaffold_27333
27335	270	scaffold_27334
27336	270	scaffold_27335
27337	270	scaffold_27336
27338	270	scaffold_27337
27339	270	scaffold_27338
27340	270	scaffold_27339
27341	270	scaffold_27340
27342	270	scaffold_27341
27343	270	scaffold_27342
27344	270	scaffold_27343
27345	270	scaffold_27344
27346	270	scaffold_27345
27347	270	scaffold_27346
27348	270	scaffold_27347
27349	270	scaffold_27348
27350	270	scaffold_27349
27351	270	scaffold_27350
27352	270	scaffold_27351
27353	270	scaffold_27352
27354	270	scaffold_27353
27355	270	scaffold_27354
27356	270	scaffold_27355
27357	270	scaffold_27356
27358	270	scaffold_27357
27359	270	scaffold_27358
27360	270	scaffold_27359
27361	270	scaffold_27360
27362	270	scaffold_27361
27363	269	scaffold_27362
27364	269	scaffold_27363
27365	269	scaffold_27364
27366	269	scaffold_27365
27367	269	scaffold_27366
27368	269	scaffold_27367
27369	269	scaffold_27368
27370	269	scaffold_27369
27371	269	scaffold_27370
27372	269	scaffold_27371
27373	269	scaffold_27372
27374	269	scaffold_27373
27375	269	scaffold_27374
27376	269	scaffold_27375
27377	269	scaffold_27376
27378	269	scaffold_27377
27379	269	scaffold_27378
27380	269	scaffold_27379
27381	269	scaffold_27380
27382	269	scaffold_27381
27383	269	scaffold_27382
27384	269	scaffold_27383
27385	269	scaffold_27384
27386	269	scaffold_27385
